seat_no,prn,centre,total_gradepoints,sgpi,status,year_of_admission,clg_id,gender
5015416,2019016401751853,Mumbai,180.0,8.18,Successful ,2019,126,M
5015417,2019016401751861,Mumbai,196.0,8.91,Successful ,2019,126,F
5015418,2019016401751772,Mumbai,203.0,9.23,Successful ,2019,126,M
5015419,2020016401958307,Mumbai,176.0,8.0,Successful ,2020,126,F
5015420,2019016401751393,Mumbai,173.0,7.86,Successful ,2019,126,F
5015421,2019016401751725,Mumbai,178.0,8.09,Successful ,2019,126,F
5015422,2020016401966856,Mumbai,171.0,7.77,Successful ,2020,126,M
5015423,2019016401751435,Mumbai,149.0,6.77,Successful ,2019,126,M
5015424,2019016402292032,Mumbai,158.0,7.18,Successful ,2019,126,M
5015425,2018016400864366,Mumbai,174.0,7.91,Successful ,2018,126,M
5015426,2019016401751934,Mumbai,193.0,8.77,Successful ,2019,126,F
5015427,2019016401751137,Mumbai,178.0,8.09,Successful ,2019,126,M
5015428,2019016401749823,Mumbai,193.0,8.77,Successful ,2019,126,M
5015429,2019016401751362,Mumbai,0.0,0.0,Unsuccessful ,2019,126,M
5015430,2019016401751017,Mumbai,183.0,8.32,Successful ,2019,126,M
5015431,2019016402292272,Mumbai,165.0,7.5,Successful ,2019,126,M
5015432,2019016401750374,Mumbai,0.0,0.0,Unsuccessful ,2019,126,M
5015433,2019016401750084,Mumbai,165.0,7.5,Successful ,2019,126,M
5015434,2019016401749096,Mumbai,184.0,8.36,Successful ,2019,126,M
5015435,2019016401749807,Mumbai,138.0,6.27,Successful ,2019,126,F
5015436,2019016401749483,Mumbai,160.0,7.27,Successful ,2019,126,F
5015437,2019016401750447,Mumbai,152.0,6.91,Successful ,2019,126,M
5015438,2019016401750931,Mumbai,192.0,8.73,Successful ,2019,126,M
5015439,2019016401749394,Mumbai,190.0,8.64,Successful ,2019,126,M
5015440,2019016401750857,Mumbai,166.0,7.55,Successful ,2019,126,M
5015441,2019016401750803,Mumbai,166.0,7.55,Successful ,2019,126,M
5015442,2019016401750567,Mumbai,179.0,8.14,Successful ,2019,126,M
5015443,2019016401749966,Mumbai,180.0,8.18,Successful ,2019,126,M
5015444,2019016401751837,Mumbai,157.0,7.14,Successful ,2019,126,M
5015445,2019016401751041,Mumbai,154.0,7.0,Successful ,2019,126,M
5015446,2019016401750954,Mumbai,190.0,8.64,Successful ,2019,126,F
5015447,2019016402292295,Mumbai,136.0,6.18,Successful ,2019,126,M
5015448,2019016401749517,Mumbai,175.0,7.95,Successful ,2019,126,M
5015449,2019016402292225,Mumbai,161.0,7.32,Successful ,2019,126,M
5015450,2019016401749815,Mumbai,169.0,7.68,Successful ,2019,126,F
5015451,2019016401749935,Mumbai,180.0,8.18,Successful ,2019,126,M
5015452,2019016402292337,Mumbai,155.0,7.05,Successful ,2019,126,M
5015453,2019016401751892,Mumbai,146.0,6.64,Successful ,2019,126,M
5015454,2019016401749556,Mumbai,167.0,7.59,Successful ,2019,126,F
5015455,2019016402292233,Mumbai,172.0,7.82,Successful ,2019,126,M
5015456,2019016401749587,Mumbai,187.0,8.5,Successful ,2019,126,F
5015457,2019016401750687,Mumbai,174.0,7.91,Successful ,2019,126,F
5015458,2019016401749572,Mumbai,177.0,8.05,Successful ,2019,126,M
5015459,2019016401750006,Mumbai,189.0,8.59,Successful ,2019,126,F
5015460,2019016401751524,Mumbai,0.0,0.0,Unsuccessful ,2019,126,F
5015461,2019016401751474,Mumbai,184.0,8.36,Successful ,2019,126,M
5015462,2019016401751532,Mumbai,162.0,7.36,Successful ,2019,126,M
5015463,2019016401749405,Mumbai,0.0,0.0,Unsuccessful ,2019,126,M
5015464,2019016401751764,Mumbai,151.0,6.86,Successful ,2019,126,M
5015465,2019016402292175,Mumbai,170.0,7.73,Successful ,2019,126,M
5015466,2019016402292167,Mumbai,146.0,6.64,Successful ,2019,126,M
5015467,2019016402292465,Mumbai,152.0,6.91,Successful ,2019,126,M
5015468,2019016401751443,Mumbai,170.0,7.73,Successful ,2019,126,M
5015469,2019016402292473,Mumbai,176.0,8.0,Successful ,2019,126,M
5015470,2019016401751427,Mumbai,172.0,7.82,Successful ,2019,126,F
5015471,2019016401751331,Mumbai,0.0,0.0,Unsuccessful ,2019,126,M
5015472,2020016401966791,Mumbai,189.0,8.59,Successful ,2020,126,F
5015473,2019016401751095,Mumbai,166.0,7.55,Successful ,2019,126,M
5015474,2019016401751354,Mumbai,142.0,6.45,Successful ,2019,126,M
5015475,2019016401751667,Mumbai,201.0,9.14,Successful ,2019,126,M
5015476,2019016401751613,Mumbai,182.0,8.27,Successful ,2019,126,M
5015477,2019016401751795,Mumbai,149.0,6.77,Successful ,2019,126,F
5015478,2019016401751652,Mumbai,185.0,8.41,Successful ,2019,126,M
5015479,2018016401491111,Mumbai,164.0,7.45,Successful ,2018,126,M
5015480,2019016401751203,Mumbai,178.0,8.09,Successful ,2019,126,M
5015481,2019016401751466,Mumbai,180.0,8.18,Successful ,2019,126,M
5015482,2019016401751733,Mumbai,182.0,8.27,Successful ,2019,126,F
5015483,2020016401967071,Mumbai,171.0,7.77,Successful ,2020,126,M
5015484,2019016401751234,Mumbai,172.0,7.82,Successful ,2019,126,M
5015485,2020016401958273,Mumbai,170.0,7.73,Successful ,2020,126,M
5015486,2019016401751555,Mumbai,141.0,6.41,Successful ,2019,126,M
5015487,2019016401751323,Mumbai,155.0,7.05,Successful ,2019,126,M
5015488,2019016402292264,Mumbai,158.0,7.18,Successful ,2019,126,M
5015489,2019016401751122,Mumbai,163.0,7.41,Successful ,2019,126,M
5015490,2019016401751192,Mumbai,172.0,7.82,Successful ,2019,126,M
5015491,2019016402292055,Mumbai,171.0,7.77,Successful ,2019,126,M
5015492,2020016401966864,Mumbai,165.0,7.5,Successful ,2020,126,F
5015493,2019016401751072,Mumbai,205.0,9.32,Successful ,2019,126,M
5015494,2022016402082596,Mumbai,184.0,8.36,Successful ,2022,126,F
5015495,2019016401751691,Mumbai,176.0,8.0,Successful ,2019,126,M
5015496,2018016401490177,Mumbai,133.0,6.05,Successful ,2018,126,M
5015497,2019016401751145,Mumbai,172.0,7.82,Successful ,2019,126,M
5015498,2019016401751497,Mumbai,186.0,8.45,Successful ,2019,126,M
5015499,2019016401749692,Mumbai,165.0,7.5,Successful ,2019,126,M
5015500,2020016401966817,Mumbai,164.0,7.45,Successful ,2020,126,M
5015501,2019016401751594,Mumbai,176.0,8.0,Successful ,2019,126,F
5015502,2019016401750602,Mumbai,190.0,8.64,Successful ,2019,126,M
5015503,2020016401967094,Mumbai,169.0,7.68,Successful ,2020,126,F
5015504,2019016402292256,Mumbai,0.0,0.0,RR ,2019,126,M
5015505,2018016401490614,Mumbai,0.0,0.0,UM ,2018,126,M
5015506,2019016401749757,Mumbai,202.0,9.18,Successful ,2019,126,M
5015507,2019016401750714,Mumbai,200.0,9.09,Successful ,2019,126,M
5015508,2019016401750641,Mumbai,169.0,7.68,Successful ,2019,126,M
5015509,2019016401749115,Mumbai,175.0,7.95,Successful ,2019,126,M
5015510,2019016401749951,Mumbai,155.0,7.05,Successful ,2019,126,M
5015511,2019016401749235,Mumbai,211.0,9.59,Successful ,2019,126,M
5015512,2019016401749974,Mumbai,182.0,8.27,Successful ,2019,126,M
5015513,2019016401750672,Mumbai,175.0,7.95,Successful ,2019,126,M
5015514,2019016401749927,Mumbai,159.0,7.23,Successful ,2019,126,M
5015515,2019016401749595,Mumbai,181.0,8.23,Successful ,2019,126,M
5015516,2019016401750873,Mumbai,163.0,7.41,Successful ,2019,126,M
5015517,2019016401750246,Mumbai,171.0,7.77,Successful ,2019,126,F
5015518,2019016401750432,Mumbai,179.0,8.14,Successful ,2019,126,M
5015519,2019016401750583,Mumbai,178.0,8.09,Successful ,2019,126,M
5015520,2019016401749904,Mumbai,0.0,0.0,Unsuccessful ,2019,126,F
5015521,2019016401749661,Mumbai,181.0,8.23,Successful ,2019,126,M
5015522,2019016401749034,Mumbai,187.0,8.5,Successful ,2019,126,M
5015523,2019016401751787,Mumbai,176.0,8.0,Successful ,2019,126,F
5015524,2019016402292434,Mumbai,183.0,8.32,Successful ,2019,126,M
5015525,2019016401749912,Mumbai,159.0,7.23,Successful ,2019,126,M
5015526,2019016401749711,Mumbai,169.0,7.68,Successful ,2019,126,M
5015527,2019016401751926,Mumbai,164.0,7.45,Successful ,2019,126,M
5015528,2019016401750277,Mumbai,191.0,8.68,Successful ,2019,126,F
5015529,2019016401750327,Mumbai,174.0,7.91,Successful ,2019,126,F
5015530,2019016401751965,Mumbai,150.0,6.82,Successful ,2019,126,F
5015531,2019016401749781,Mumbai,183.0,8.32,Successful ,2019,126,M
5015532,2019016401749177,Mumbai,174.0,7.91,Successful ,2019,126,M
5015533,2019016401750776,Mumbai,170.0,7.73,Successful ,2019,126,M
5015534,2019016401750382,Mumbai,172.0,7.82,Successful ,2019,126,F
5015535,2019016401750617,Mumbai,172.0,7.82,Successful ,2019,126,M
5015536,2019016401750865,Mumbai,192.0,8.73,Successful ,2019,126,F
5015537,2019016401749885,Mumbai,152.0,6.91,Successful ,2019,126,F
5015538,2019016401750513,Mumbai,173.0,7.86,Successful ,2019,126,M
5015539,2019016401751644,Mumbai,182.0,8.27,Successful ,2019,126,M
5015540,2020016401967956,Mumbai,181.0,8.23,Successful ,2020,126,M
5015541,2019016401750536,Mumbai,162.0,7.36,Successful ,2019,126,M
5015542,2019016401751621,Mumbai,173.0,7.86,Successful ,2019,126,M
5015543,2019016401751683,Mumbai,174.0,7.91,Successful ,2019,126,F
5015544,2019016401751056,Mumbai,184.0,8.36,Successful ,2019,126,M
5015545,2019016401750993,Mumbai,178.0,8.09,Successful ,2019,126,M
5015546,2019016401751957,Mumbai,178.0,8.09,Successful ,2019,126,M
5015547,2019016401751586,Mumbai,134.0,6.09,Successful ,2019,126,M
5015548,2019016401751273,Mumbai,158.0,7.18,Successful ,2019,126,M
5015549,2019016401751501,Mumbai,173.0,7.86,Successful ,2019,126,M
5015550,2019016401751002,Mumbai,169.0,7.68,Successful ,2019,126,M
5015551,2019016401751064,Mumbai,163.0,7.41,Successful ,2019,126,M
5015552,2019016401751605,Mumbai,200.0,9.09,Successful ,2019,126,F
5015553,2019016402292241,Mumbai,147.0,6.68,Successful ,2019,126,M
5015554,2020016401966833,Mumbai,183.0,8.32,Successful ,2020,126,M
5015555,2019016401751547,Mumbai,150.0,6.82,Successful ,2019,126,M
5015556,2019016402292113,Mumbai,200.0,9.09,Successful ,2019,126,M
5015557,2019016401751385,Mumbai,176.0,8.0,Successful ,2019,126,M
5015558,2019016401751315,Mumbai,196.0,8.91,Successful ,2019,126,M
5015559,2019016401751412,Mumbai,173.0,7.86,Successful ,2019,126,M
5015560,2019016401751307,Mumbai,170.0,7.73,Successful ,2019,126,M
5015561,2019016401751114,Mumbai,180.0,8.18,Successful ,2019,126,M
5015562,2020016401967867,Mumbai,178.0,8.09,Successful ,2020,126,M
5015563,2019016401751884,Mumbai,150.0,6.82,Successful ,2019,126,M
5015564,2018016401490587,Mumbai,0.0,0.0,Unsuccessful ,2018,126,M
5015565,2019016401751451,Mumbai,172.0,7.82,Successful ,2019,126,M
5015566,2019016401751242,Mumbai,168.0,7.64,Successful ,2019,126,M
5015567,2019016401751741,Mumbai,165.0,7.5,Successful ,2019,126,M
5015568,2019016401751516,Mumbai,172.0,7.82,Successful ,2019,126,M
5015569,2019016402292392,Mumbai,179.0,8.14,Successful ,2019,126,M
5015570,2019016401751404,Mumbai,169.0,7.68,Successful ,2019,126,F
5015571,2019016401751563,Mumbai,181.0,8.23,Successful ,2019,126,M
5015572,2020016401967063,Mumbai,0.0,0.0,Unsuccessful ,2020,126,M
5015573,2020016401958257,Mumbai,177.0,8.05,Successful ,2020,126,M
5015574,2019016401751675,Mumbai,137.0,6.23,Successful ,2019,126,M
5015575,2019016401751087,Mumbai,179.0,8.14,Successful ,2019,126,F
5015576,2019016401751106,Mumbai,191.0,8.68,Successful ,2019,126,F
5235263,2019016401751226,Mumbai,175.0,7.95,Successful ,2019,126,M
5235264,2019016402292202,,0.0,0.0,RR ,2019,126,M
5016483,2019016402302887,Thane,187.0,8.5,Successful ,2019,17,M
5016484,2019016402301772,Thane,160.0,7.27,Successful ,2019,17,F
5016485,2019016402301427,Thane,205.0,9.32,Successful ,2019,17,M
5016486,2020016402026764,Thane,169.0,7.68,Successful ,2020,17,F
5016487,2019016402301192,Thane,184.0,8.36,Successful ,2019,17,M
5016488,2019016402301845,Thane,160.0,7.27,Successful ,2019,17,M
5016489,2019016402303902,Thane,181.0,8.23,Successful ,2019,17,M
5016490,2019016402304503,Thane,193.0,8.77,Successful ,2019,17,M
5016491,2019016402304735,Thane,199.0,9.05,Successful ,2019,17,M
5016492,2019016402304743,Thane,0.0,0.0,Unsuccessful ,2019,17,F
5016493,2019016402302566,Thane,183.0,8.32,Successful ,2019,17,M
5016494,2020016402017726,Thane,202.0,9.18,Successful ,2020,17,M
5016495,2019016402302292,Thane,175.0,7.95,Successful ,2019,17,M
5016496,2019016402303071,Thane,0.0,0.0,Unsuccessful ,2019,17,M
5016497,2019016402301315,Thane,180.0,8.18,Successful ,2019,17,M
5016498,2019016402303001,Thane,178.0,8.09,Successful ,2019,17,F
5016499,2019016402300881,Thane,193.0,8.77,Successful ,2019,17,M
5016500,2019016402303666,Thane,0.0,0.0,Unsuccessful ,2019,17,M
5016501,2019016402302976,Thane,181.0,8.23,Successful ,2019,17,M
5016502,2019016402441387,Thane,190.0,8.64,Successful ,2019,17,M
5016503,2019016402301435,Thane,178.0,8.09,Successful ,2019,17,M
5016504,2019016402302895,Thane,0.0,0.0,Unsuccessful ,2019,17,M
5016505,2019016402302214,Thane,163.0,7.41,Successful ,2019,17,F
5016506,2018016401443764,Thane,0.0,0.0,Unsuccessful ,2018,17,F
5016507,2019016402300985,Thane,189.0,8.59,Successful ,2019,17,M
5016508,2020016402017711,Thane,159.0,7.23,Successful ,2020,17,M
5016509,2019016402301795,Thane,161.0,7.32,Successful ,2019,17,M
5016510,2019016402304186,Thane,164.0,7.45,Successful ,2019,17,F
5016511,2019016402300834,Thane,202.0,9.18,Successful ,2019,17,M
5016512,2019016402403315,Thane,175.0,7.95,Successful ,2019,17,M
5016513,2019016402302574,Thane,190.0,8.64,Successful ,2019,17,M
5016514,2019016402303875,Thane,184.0,8.36,Successful ,2019,17,M
5016515,2019016402303094,Thane,205.0,9.32,Successful ,2019,17,M
5016516,2019016402301106,Thane,156.0,7.09,Successful ,2019,17,M
5016517,2019016402302663,Thane,184.0,8.36,Successful ,2019,17,F
5016518,2019016402301443,Thane,166.0,7.55,Successful ,2019,17,F
5016519,2019016402301203,Thane,172.0,7.82,Successful ,2019,17,M
5016520,2019016402302245,Thane,178.0,8.09,Successful ,2019,17,M
5016521,2019016402302222,Thane,181.0,8.23,Successful ,2019,17,F
5016522,2019016402302791,Thane,178.0,8.09,Successful ,2019,17,F
5016523,2019016402303883,Thane,187.0,8.5,Successful ,2019,17,F
5016524,2019016402305046,Thane,180.0,8.18,Successful ,2019,17,F
5016525,2019016402303562,Thane,170.0,7.73,Successful ,2019,17,M
5016526,2019016402302616,Thane,175.0,7.95,Successful ,2019,17,M
5016527,2019016402304221,Thane,0.0,0.0,Unsuccessful ,2019,17,F
5016528,2019016402304395,Thane,0.0,0.0,Unsuccessful ,2019,17,M
5016529,2020016402026733,Thane,181.0,8.23,Successful ,2020,17,F
5016530,2019016402305112,Thane,174.0,7.91,Successful ,2019,17,M
5016531,2018016401443586,Thane,0.0,0.0,Unsuccessful ,2018,17,F
5016532,2019016402303113,Thane,181.0,8.23,Successful ,2019,17,F
5016533,2019016402304766,Thane,157.0,7.14,Successful ,2019,17,M
5016534,2019016402303217,Thane,173.0,7.86,Successful ,2019,17,M
5016535,2019016402303531,Thane,149.0,6.77,Successful ,2019,17,M
5016536,2019016402304751,Thane,171.0,7.77,Successful ,2019,17,M
5016537,2019016402304283,Thane,184.0,8.36,Successful ,2019,17,M
5016538,2019016402302833,Thane,186.0,8.45,Successful ,2019,17,F
5016539,2020016402017703,Thane,181.0,8.23,Successful ,2020,17,M
5016540,2019016402304097,Thane,0.0,0.0,Unsuccessful ,2019,17,M
5016541,2020016402026822,Thane,188.0,8.55,Successful ,2020,17,M
5016542,2019016402302311,Thane,169.0,7.68,Successful ,2019,17,M
5016543,2020016402017692,Thane,169.0,7.68,Successful ,2020,17,F
5016544,2019016402304662,Thane,160.0,7.27,Successful ,2019,17,F
5016545,2020016402026861,Thane,172.0,7.82,Successful ,2020,17,M
5016546,2018016401444075,Thane,0.0,0.0,Unsuccessful ,2018,17,M
5016547,2019016402302381,Thane,175.0,7.95,Successful ,2019,17,M
5016548,2020016402026741,Thane,184.0,8.36,Successful ,2020,17,F
5016549,2019016402304066,Thane,161.0,7.32,Successful ,2019,17,M
5016550,2019016402301056,Thane,180.0,8.18,Successful ,2019,17,M
5016551,2019016402303891,Thane,190.0,8.64,Successful ,2019,17,M
5016552,2019016402301733,Thane,169.0,7.68,Successful ,2019,17,M
5016553,2020016402026853,Thane,161.0,7.32,Successful ,2020,17,F
5016554,2019016402304774,Thane,0.0,0.0,Unsuccessful ,2019,17,F
5016555,2019016402303392,Thane,202.0,9.18,Successful ,2019,17,F
5016556,2019016402304236,Thane,167.0,7.59,Successful ,2019,17,M
5016557,2019016402303546,Thane,193.0,8.77,Successful ,2019,17,M
5016558,2019016402301404,Thane,180.0,8.18,Successful ,2019,17,M
5016559,2018016401443087,Thane,0.0,0.0,Unsuccessful ,2018,17,M
5016560,2019016402302914,Thane,153.0,6.95,Successful ,2019,17,M
5016561,2019016402302601,Thane,172.0,7.82,Successful ,2019,17,M
5016562,2019016402305031,Thane,140.0,6.36,Successful ,2019,17,M
5016563,2019016402301033,Thane,172.0,7.82,Successful ,2019,17,M
5016564,2020016402026814,Thane,196.0,8.91,Successful ,2020,17,F
5016565,2019016401911997,Thane,181.0,8.23,Successful ,2019,174,M
5016566,2020016402211345,Thane,148.0,6.73,Successful ,2020,174,M
5016567,2019016401911796,Thane,184.0,8.36,Successful ,2019,174,F
5016568,2019016401916631,Thane,154.0,7.0,Successful ,2019,174,M
5016569,2019016401910681,Thane,172.0,7.82,Successful ,2019,174,F
5016570,2019016401910746,Thane,172.0,7.82,Successful ,2019,174,M
5016571,2019016401911212,Thane,180.0,8.18,Successful ,2019,174,M
5016572,2019016401910545,Thane,157.0,7.14,Successful ,2019,174,M
5016573,2019016401915442,Thane,158.0,7.18,Successful ,2019,174,M
5016574,2019016401916801,Thane,147.0,6.68,Successful ,2019,174,M
5016575,2019016401910963,Thane,187.0,8.5,Successful ,2019,174,F
5016576,2019016401915202,Thane,0.0,0.0,Unsuccessful ,2019,174,M
5016577,2020016402211144,Thane,160.0,7.27,Successful ,2020,174,M
5016578,2020016402210431,Thane,172.0,7.82,Successful ,2020,174,M
5016579,2019016401910522,Thane,145.0,6.59,Successful ,2019,174,M
5016580,2020016402210222,Thane,169.0,7.68,Successful ,2020,174,F
5016581,2019016401916863,Thane,139.0,6.32,Successful ,2019,174,M
5016582,2020016402210195,Thane,0.0,0.0,Unsuccessful ,2020,174,F
5016583,2019016401915995,Thane,0.0,0.0,Unsuccessful ,2019,174,M
5016584,2019016401910344,Thane,157.0,7.14,Successful ,2019,174,M
5016585,2019016401909766,Thane,128.0,5.82,Successful ,2019,174,M
5016586,2019016401909913,Thane,155.0,7.05,Successful ,2019,174,M
5016587,2020016402211001,Thane,0.0,0.0,Unsuccessful ,2020,174,M
5016588,2020016402210206,Thane,183.0,8.32,Successful ,2020,174,M
5016589,2019016401916727,Thane,163.0,7.41,Successful ,2019,174,M
5016590,2019016401912722,Thane,199.0,9.05,Successful ,2019,174,M
5016591,2019016401910924,Thane,160.0,7.27,Successful ,2019,174,M
5016592,2019016401914527,Thane,164.0,7.45,Successful ,2019,174,M
5016593,2019016401910785,Thane,184.0,8.36,Successful ,2019,174,F
5016594,2019016401911282,Thane,170.0,7.73,Successful ,2019,174,M
5016595,2019016401910932,Thane,148.0,6.73,Successful ,2019,174,F
5016596,2019016402204204,Thane,173.0,7.86,Successful ,2019,174,M
5016597,2019016401910487,Thane,190.0,8.64,Successful ,2019,174,M
5016598,2019016401912505,Thane,148.0,6.73,Successful ,2019,174,M
5016599,2019016401911347,Thane,175.0,7.95,Successful ,2019,174,F
5016600,2019016401915001,Thane,159.0,7.23,Successful ,2019,174,M
5016601,2019016401912617,Thane,166.0,7.55,Successful ,2019,174,M
5016602,2019016402496353,Thane,161.0,7.32,Successful ,2019,174,M
5016603,2019016402496403,Thane,151.0,6.86,Successful ,2019,174,M
5016604,2019016401968803,Thane,166.0,7.55,Successful ,2019,174,M
5016605,2017016402357127,Thane,149.0,6.77,Successful ,2017,174,M
5016606,2019016402193251,Thane,169.0,7.68,Successful ,2019,174,M
5016607,2019016402496256,Thane,185.0,8.41,Successful ,2019,174,M
5016608,2019016401910031,Thane,167.0,7.59,Successful ,2019,174,M
5016609,2019016402496337,Thane,143.0,6.5,Successful ,2019,174,M
5016610,2018016400878103,Thane,0.0,0.0,Unsuccessful ,2018,174,F
5016611,2019016401910576,Thane,175.0,7.95,Successful ,2019,174,M
5016612,2020016402211136,Thane,181.0,8.23,Successful ,2020,174,F
5016613,2019016402496272,Thane,170.0,7.73,Successful ,2019,174,M
5016614,2019016401910657,Thane,190.0,8.64,Successful ,2019,174,F
5016615,2019016401909774,Thane,172.0,7.82,Successful ,2019,174,M
5016616,2019016401912053,Thane,154.0,7.0,Successful ,2019,174,M
5016617,2019016401910182,Thane,169.0,7.68,Successful ,2019,174,M
5016618,2019016401909797,Thane,183.0,8.32,Successful ,2019,174,F
5016619,2019016401910626,Thane,190.0,8.64,Successful ,2019,174,M
5016620,2019016401912664,Thane,190.0,8.64,Successful ,2019,174,M
5016621,2019016401912907,Thane,158.0,7.18,Successful ,2019,174,M
5016622,2019016401914632,Thane,190.0,8.64,Successful ,2019,174,M
5016623,2019016401911711,Thane,172.0,7.82,Successful ,2019,174,M
5016624,2019016401911177,Thane,188.0,8.55,Successful ,2019,174,M
5016625,2019016401915306,Thane,169.0,7.68,Successful ,2019,174,M
5016626,2019016401911193,Thane,186.0,8.45,Successful ,2019,174,M
5016627,2019016401916395,Thane,0.0,0.0,Unsuccessful ,2019,174,M
5016628,2019016401913482,Thane,160.0,7.27,Successful ,2019,174,F
5016629,2019016401916782,Thane,172.0,7.82,Successful ,2019,174,M
5016630,2020016402210976,Thane,187.0,8.5,Successful ,2020,174,F
5016631,2019016401916267,Thane,178.0,8.09,Successful ,2019,174,M
5016632,2019016401912022,Thane,178.0,8.09,Successful ,2019,174,F
5016633,2019016402496392,Thane,199.0,9.05,Successful ,2019,174,M
5016634,2019016401910561,Thane,193.0,8.77,Successful ,2019,174,M
5016635,2019016401912792,Thane,190.0,8.64,Successful ,2019,174,F
